gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-ADAMTS3	ADAMTS3	140	62	268	124	237	63	379.936	194	85	0	124	333
gene-ADAMTS4	ADAMTS4	70	26	58	49	71	22	189	55	53	0	5	23
gene-ADAMTS5	ADAMTS5	580	1585.007	1334	6182.001	643	1080.599	789.015	380	2434.006	0	331	858
gene-ADAMTS6	ADAMTS6	13	83	72	228.11	55	56	21	29	113.002	0	45	114
gene-ADAMTS7	ADAMTS7	0	2	5	0	12	5	12	3	0	0	1	6
gene-ADAMTS8	ADAMTS8	127	44	92	286	153	52	282	105	336.002	0	21	35
gene-ADAMTS9	ADAMTS9	378	149	395	405	482	128	505	85	337.008	0	45	140
gene-ADAMTSL1	ADAMTSL1	334	386.009	287	842	355	450.052	601	153	723.191	0	52	132
gene-ADAMTSL2	ADAMTSL2	4	0	30	0	11	0	152	6	0	0	1	10
gene-ADAMTSL4	ADAMTSL4	1601	531	423	1420	734	1181	1700	699.001	6113.695	0	102	270
gene-ADAMTSL5	ADAMTSL5	18794.994	5538.688	238	1158.042	6339.403	10494.348	2023.105	12757.053	4509.258	0	1388	3758.013
gene-ADAP1	ADAP1	406.078	12	229	14	309	22	1214	1264.994	29	0	165	381
gene-ADAP2	ADAP2	687	2184.001	1317	681.016	327	2262.999	2198.678	642	714	0	190	415.001
gene-ADAR	ADAR	10180.814	4160.299	6418.016	2132	7871.12	3783.17	15545.28	12167.723	2993.898	0	3206.094	8501.391
gene-ADARB1	ADARB1	266	720	1312.097	1299	302	1159	3789.383	477	2525.685	0	83	195.02
gene-ADARB2	ADARB2	7	1	7	0	10	1	13	26	0	0	10	30
gene-ADAT1	ADAT1	109	338	248	122.021	139	179	437	310.016	100	0	171	449.952
gene-ADAT2	ADAT2	366.036	158	166	93	175	160	402.099	585.266	115	0	165	427.955
gene-ADAT3	ADAT3	73	50	89	44	56	46	105	77	58	0	28	72
gene-ADCK1	ADCK1	1924.016	593.009	913	1019	947.074	620	2240.351	2599.37	1840.364	0	629	1751.987
gene-ADCK2	ADCK2	5851.091	1735.011	426	573	2035	2429.089	2594.317	3836.689	2281.757	0	526	1432.935
gene-ADCK3	ADCK3	3210.525	251826.255	30819.413	115713.099	2968	174537.806	77573.515	18759.015	174983.478	1	3904.339	10490.384
gene-ADCK4	ADCK4	4038.851	1985.027	1748.001	1619.001	1477	2635	6418.999	8155.62	3450.976	0	1354	3642.788
gene-ADCK5	ADCK5	7657.414	733	1084	637	2486	1051	4160.714	6170.496	1338	0	845	2267
gene-ADCY1	ADCY1	0	4	4	21	6	1	8	0	30	0	0	0
gene-ADCY10	ADCY10	5	213	122	7	7	293.005	397.001	5	9	0	12	19
gene-ADCY2	ADCY2	197	24020.022	59	8141.967	68	18954.972	212	225.305	10466.359	0	66	263
gene-ADCY3	ADCY3	3001	2871.042	1000	1151	1091.127	4781.065	2130	3168.967	1384.996	0	700	1974.947
gene-ADCY4	ADCY4	761	296	244	470	176	712	940.991	275	945.08	0	48	127
gene-ADCY5	ADCY5	678	120	423	58	670	330	1442.999	1052	71.001	0	177	488
gene-ADCY6	ADCY6	11487.471	4153.005	9131.691	2914.074	10116.011	6871.33	25417.246	18181.762	3757.612	0	4417.365	12071.883
gene-ADCY7	ADCY7	290	137	455	183	2529	115	1622.412	8995.949	160.18	0	1709	4481.041
gene-ADCY8	ADCY8	17	1	1	0	44	5	9	13	2	0	24	89
gene-ADCY9	ADCY9	12848.187	29917.484	14307.125	5690	15018	14831.517	19326.15	20438.101	5709.529	0	8804.578	24075.35
gene-ADCYAP1	ADCYAP1	170	4	45	17	61	7	144	116	34	0	23	50
gene-ADCYAP1R1	ADCYAP1R1	224	8	3	20	195	2	25	224	63	0	37	77
gene-ADD1	ADD1	6008.026	5886.596	8186.99	2579.025	3817	7255.983	32677.815	14182.237	5675.109	0	2397.678	6617.727
gene-ADD2	ADD2	102	4	0	2	75	2	2	2488.15	0	0	701.049	1849.024
gene-ADD3	ADD3	3209.208	8488.208	30595.807	8365.992	3182.02	6303.029	34517.959	11316.003	5298.637	0	5097.447	14313.721
gene-ADGB	ADGB	1	71	907	42	21	30	869.878	37	12	0	31	70
gene-ADGRA1	ADGRA1	17	0	0	0	2	0	0	1	2	0	2	1
gene-ADGRA2	ADGRA2	36	43	98	95	297	71	361	190	132	0	38	97
gene-ADGRA3	ADGRA3	687	567	835	756	880	595	1666.455	2302.459	844.251	0	630.266	1795
gene-ADGRB1	ADGRB1	0	1	1	0	0	1	8	6	0	0	0	0
gene-ADGRB2	ADGRB2	69.002	0	11	12	105	4	25	211	12	0	27	74
gene-ADGRB3	ADGRB3	124	7	150	10	184	1	104	115	6	0	87	192
gene-ADGRD1	ADGRD1	571	108	45	55	1451	147	173.364	1660.314	137	0	184	506
gene-ADGRE1	ADGRE1	7	307	78	927	67	193	89	76	413.988	0	30	82
gene-ADGRE2	ADGRE2	6	25	97.423	20.445	64.223	8.198	16	10	15.025	0	28	53
gene-ADGRE3	ADGRE3	42	23	31.878	90.34	30.246	0	56	23	29.194	0	8	39
gene-ADGRE5	ADGRE5	3128.026	1038	1538	2302.017	1338	1356	3703.605	2971.483	2179.159	0	587	1578
gene-ADGRF1	ADGRF1	0	71	3336.01	3	0	63	7080.699	10	6	0	2	10
gene-ADGRF2	ADGRF2	0	1	0	3	3	0	0	1	0	0	0	0
gene-ADGRF3	ADGRF3	107.004	580	471	56	103	496	1507	813.028	95	0	175	502
gene-ADGRF4	ADGRF4	83	0	5	0	31	0	19	65	0	0	27	76
gene-ADGRF5	ADGRF5	902.002	24647.046	25073.133	34289.466	3387	37803.884	43671.697	3675.306	36465.543	1	1621.274	4400.333
gene-ADGRG1	ADGRG1	1893	1414	10986.818	886.001	1082	4090.688	62869.14	2365.423	2395.953	0	258	798
gene-ADGRG2	ADGRG2	0	97	656.001	106	35	119	1569.247	58	136.005	0	22	71
gene-ADGRG3	ADGRG3	0	34	89.93	101.953	73.173	35	526.338	203	122.339	0	39	87.575
gene-ADGRG4	ADGRG4	99.088	0	2	0	160	0	0	219.001	0	0	109	293
gene-ADGRG5	ADGRG5	2	1	2	31	31	1	9	42	55	0	14	24
gene-ADGRG6	ADGRG6	1843.017	301.001	2468.356	474.505	2818	316.002	2735.148	1703.575	189	0	1124.999	2855.24
gene-ADGRG7	ADGRG7	1850.256	0	0	0	1234	0	0	1386.443	0	0	492.053	1320.611
gene-ADGRL1	ADGRL1	61	383	1263	242	787	603.024	5099.947	762.723	441.005	0	170	429
gene-ADGRL2	ADGRL2	3865	3104.029	2846.001	3045.026	4374.001	1391.003	2646.313	4077.878	1951.582	0	3043.482	8245.857
gene-ADGRL3	ADGRL3	234	3179.022	3887.182	2055.326	1045.118	606	1956.55	375.028	880.532	0	387	999
gene-ADGRL4	ADGRL4	797.764	542	1918	1518.057	357	646.959	2349.659	307.171	1567.973	0	124	321
gene-ADGRV1	ADGRV1	139.012	102	207	102	27	102	257.007	35	31	0	10	44.001
gene-ADH7	ADH7	181	198	34	288	75	173.007	91	121.016	174	0	59	181
gene-ADHFE1	ADHFE1	333	6267.679	1816.999	5928.245	208.999	7156.779	4549.124	454.42	10018.383	0	125	321.98
gene-ADI1	ADI1	1307	802	932	640	522	805	2879.995	1664.027	979	0	273	728.16
gene-ADIG	ADIG	70	1410	108	1756	38	2543.519	602	60	2611.513	0	18	49
gene-ADIPOQ	ADIPOQ	2944.657	8110.212	645	2438	789	12593.692	1196.182	1241.001	2447.656	0	340.001	955.107
gene-ADIPOR1	ADIPOR1	13911.718	17680.493	9787.223	8067.351	5496.704	19095.347	22582.762	19800.762	11392.171	0	4493.888	12090.926
gene-ADIPOR2	ADIPOR2	61456.168	23852.789	18713.875	12848.532	28620.166	27476.83	46583.732	39662.504	18418.86	1	10860.32	30421.851
gene-ADIRF	ADIRF	11859.252	3671	3148	1252	1285	7001.836	11056.669	10731.127	1663.804	0	1883	5274.999
gene-ADK	ADK	2270.943	12144.822	4138.838	17287.452	1175.425	12321.262	6761.808	6637.114	17417.931	0	2080.193	5568.636
gene-ADM	ADM	1087	1001.963	954.023	423	288	1304.145	2967.383	1796.313	577	0	368	1090
gene-ADM2	ADM2	0	0	0	0	0	0	3	0	0	0	0	0
gene-ADNP	ADNP	6770.18	7757.492	8606.001	2114.338	5339	6842.353	22626.844	13155.343	2559.409	0	4150.721	11415.576
gene-ADNP2	ADNP2	1512	2412.09	2895.774	703.001	1205	1448	4083.914	3159.622	731	0	1220	3391.006
gene-ADO	ADO	67	924	396	663	212	274	531.322	406.049	451	0	145	464.309
gene-ADORA1	ADORA1	37	673.068	502	71	6	684.044	3237.011	24	100	0	0	3
gene-ADORA2A	ADORA2A	2	44	26	13	27	50	64	33.015	31	0	3	9
gene-ADORA2B	ADORA2B	49	438	211.098	283	94	371	303	194	356.009	0	88	264
gene-ADORA3	ADORA3	208.017	421	339	305.676	178	443	701.121	301	301	0	100	362
gene-ADPGK	ADPGK	1063.679	2177.761	2624.698	681.448	676.656	2300.627	5264.91	4679.622	726.329	0	1187.984	3124.057
gene-ADPRH	ADPRH	1515	1207.533	2001	1793.133	2941	1173.013	4126.31	6049.196	2634.262	0	2142.001	6121.007
gene-ADPRHL1	ADPRHL1	26	266	38	129	56	142.009	35	20	141	0	17	35
gene-ADPRHL2	ADPRHL2	1547	1049	1119	856	559	1268	3338.926	2552.467	1173.418	0	483	1358.746
gene-ADPRM	ADPRM	104	3196	4177	1568.007	1173	880.001	2652	1361.018	748	0	2094.002	5756.075
gene-ADRA1A	ADRA1A	10	145	114.001	48.001	20	150.001	93	29	41	0	10	25
gene-ADRA1B	ADRA1B	0	18	1225	23	5	19	2397.163	9	65	0	5	7
gene-ADRA1D	ADRA1D	139	84	288	37	45	111	797	144	77	0	40	75
gene-ADRA2A	ADRA2A	494	6	2302.988	0	3300.999	6	4489.215	1179	0	0	201	505
gene-ADRA2B	ADRA2B	233	354	1326	161	92	623	2782.256	377	217	0	61	184
gene-ADRA2C	ADRA2C	19	0	28.014	0	2.001	0	80	1	0	0	1	8
gene-ADRB1	ADRB1	0	8	12	6	11	0	4	4	3	0	2	3
gene-ADRB2	ADRB2	551	3113.05	1784	2821.014	177	2368	1930.21	174	2508.371	3	59	186
gene-ADRB3	ADRB3	51	3	0	0	24	1	0	14	0	0	7	12
gene-ADRBK1	ADRBK1	3057.771	2132	1239.434	2000	2920.414	2434.94	4822.233	8296.78	3632.248	0	1403.59	3833.834
gene-ADRBK2	ADRBK2	1129	5081.162	3366.834	2198.001	438	5901.001	10592.68	914.738	2895.402	0	214	468
gene-ADRM1	ADRM1	4851.471	9215.16	2720.94	3552.147	1649.992	9957.337	7955.365	6794.476	5472.208	0	1202.994	3153.624
gene-ADSL	ADSL	4657.172	8532.471	1627.536	14104.243	1125	9903.628	4032.256	9858.136	17109.886	0	2167	5884.371
gene-ADSS	ADSS	31924.771	3545.381	6985.431	1398.552	9591.421	2746.781	8888.169	17618.601	1362.904	0	5895.9	15792.569
gene-ADSSL1	ADSSL1	35	3232	118	1455	38	1960	273	58	1949.97	0	7	42
gene-ADTRP	ADTRP	20194.441	172	1440	111	4354	268	1789.77	10357.296	98	0	2726.224	7599.792
gene-AEBP1	AEBP1	421	112	4507.275	311.001	379	245	11978.198	116	570	0	30	77
gene-AEBP2	AEBP2	1412.017	4150.228	2438.972	1604.464	1306.866	2923.116	4548.828	3673.405	1715.383	0	1371.953	3642.977
gene-AEN	AEN	410	511	427	133	244	464	1222	2054.058	259	0	346	879
gene-AES	AES	36002.747	3987.043	13011.013	3787	6545	8474.104	53219.567	43001.606	7007.815	0	6189	17119.759
gene-AFAP1	AFAP1	0	258	268	216	222	244	648	170	275	0	54	132
gene-AFAP1L1	AFAP1L1	188	984	558	1914.269	103	1201.265	1115.609	176	2053.55	0	85	210
gene-AFAP1L2	AFAP1L2	598.67	137	2106	114	226	261	6699.312	601.884	103	0	139	340
gene-AFF1	AFF1	6014.224	42150.702	11873.912	16777.229	7481.001	15243.986	16793.282	5768.753	20396.887	0	3605.195	9729.614
gene-AFF2	AFF2	0	20	68	75	34	0	27	21	10	0	33	97
gene-AFF3	AFF3	312	94	76	151	546	109	123.002	383	71	0	161	364
gene-AFF4	AFF4	4967.959	71596.831	28332.105	13046.838	8102	17670.038	21333.771	9034.713	7657.918	0	9417.508	25206.184
gene-AFG3L2	AFG3L2	27082.91	46989.546	12982.157	24745.404	10388	40761.073	26562.591	23824.452	26201.188	1	6046.761	16656.402
gene-AFM	AFM	0	1	2	0	0	0	3	0	0	0	0	0
gene-AFMID	AFMID	7	5	55	40	13	18	206	9	90	0	2	1
gene-AFP	AFP	0	0	0	0	0	0	4	0	0	0	0	0
gene-AFTPH	AFTPH	7495.765	14482.275	21890.294	2777.073	4730	9128.713	24686.11	10547.487	1858	1	4558.753	12107.564
gene-AGA	AGA	2040.663	981	1814.408	641	561	1766.655	4805.641	2964.462	842.795	0	625.587	1634.21
gene-AGAP1	AGAP1	124	3536.388	2020.999	726.334	1114.999	1623.446	4213.055	1749.654	712.027	0	584	1553.933
gene-AGAP2	AGAP2	44	70	16	289	107	97	46	80	614	0	22	92
gene-AGAP3	AGAP3	11169.023	3538.881	868	1470.013	3978.001	5044.494	3380.03	14348.803	2625.583	0	1876.78	5218.319
gene-AGBL1	AGBL1	0	67	0	54	0	89	6	3	162.85	0	0	0
gene-AGBL2	AGBL2	136	91	385	61	90	179	794	401	64	0	108	321
gene-AGBL3	AGBL3	25	53	259	43	33	16	350	19	35	0	6	20
gene-AGBL5	AGBL5	1741.784	392.626	1072.201	130.181	721.49	613.136	3953.254	2999.849	266.059	0	600.105	1486.742
gene-AGER	AGER	308.008	44.427	119.904	40.772	133.96	53.462	143.295	90.083	16.855	0	44.444	117.801
gene-AGFG1	AGFG1	12502.11	9375.52	6582.459	5146.53	4540.422	5819.004	8582.403	18797.069	4162.66	0	6880.386	18694.268
gene-AGFG2	AGFG2	1232	2529	3537	1536	567	3144.024	11949.529	2062.9	2154.955	0	446	1173.002
gene-AGGF1	AGGF1	4462.498	10371.282	7246.755	4985.643	1936.08	7025.49	9317.298	7599.942	3259.677	0	2887.741	7782.375
gene-AGK	AGK	837.65	349.703	1147.718	915.095	503.022	436.835	3115.692	2600.733	1205.999	0	595.362	1539.911
gene-AGL	AGL	2981.001	42617.808	6215.751	30414.292	3075.832	20517.832	13778.601	5793.545	33883.006	1	1726	4617.283
gene-AGMAT	AGMAT	17204.532	188	5590	734.065	3476	227	13057.27	13486.369	765.231	0	2923	8081.052
gene-AGMO	AGMO	12894.144	198	14	298.926	11418	295	14.063	11010.213	455.579	0	4866.399	13325.586
gene-AGO1	AGO1	43	1418	1993.186	741.999	1084	388.014	1980.362	964.043	548.001	0	1041	2648.181
gene-AGO3	AGO3	842	3066.984	5807.33	1960.703	2463	921	2797.495	1736.014	428.048	0	2421	6407.963
gene-AGO4	AGO4	2551.001	4587.063	3610.42	1251	1892.971	2265.648	5836.325	4042.674	1001.641	1	2042	5396.337
gene-AGPAT1	AGPAT1	7274.95	259	818	202	2593	1178	8660.482	3405.651	1072.459	0	242	659
gene-AGPAT2	AGPAT2	10795.497	17286	3340	3324	8068	11812.312	8566.061	19127.051	4866.012	0	3650	9409.822
gene-AGPAT3	AGPAT3	8865.403	37217.934	22620.828	7137	6121	29669.353	51996.496	21995.288	11502.481	0	4658.136	12094.109
gene-AGPAT4	AGPAT4	25	11	32	13	24	32	128	30	43	0	8	10
gene-AGPAT5	AGPAT5	349.107	5615.017	2284	2927	525	2981.075	5596.582	2244.073	4292.293	0	506	1280
gene-AGPS	AGPS	856	3364.145	5941.293	2684.615	1200	1810	5175.739	3540.659	1327.022	0	2755	7408.562
gene-AGR2	AGR2	44342.566	7	66	24	7893.901	1	56	73434.789	0	0	18141.135	49224.294
gene-AGR3	AGR3	359	2	85	1	78	1	145	329.031	0	0	130	294
gene-AGRN	AGRN	5239.004	78	1389	197	5091	70	5144.201	3865.896	364	0	811.085	2239
gene-AGRP	AGRP	12	4	11	13	5	6	40	0	19	0	0	0
gene-AGT	AGT	28	258	3820	69	68	87	6986.123	157	85	0	61	163
gene-AGTPBP1	AGTPBP1	1156	8877.512	2607.586	9488.408	776	4286.915	2955.326	707.918	6638.711	0	373	992.007
gene-AGTR1	AGTR1	193	212	349	561	79	433	401	152	543.468	0	54	138.022
gene-AGTR2	AGTR2	0	0	26	0	0	0	40	0	0	0	0	1
gene-AGTRAP	AGTRAP	403	268	1872	469.05	86	463	9675.806	143	1265.726	0	13	75
gene-AGXT	AGXT	4	0	5577	0	54	0	12768.451	21	0	0	46	117
gene-AGXT2	AGXT2	206	0	1052	0	35	3	2598.471	0	0	0	0	2
gene-AHCTF1	AHCTF1	5238.089	15725.102	16565.93	6849.055	6702.058	6842.662	16416.659	11367.203	3011.299	0	7684.301	20476.431
gene-AHCY	AHCY	7526.483	8793.423	6594	3546.643	3197	10128.37	15238.064	13821.156	4926.518	0	3121.093	8383.699
gene-AHCYL1	AHCYL1	525	1652.594	4041.448	555.476	1912.56	2654.685	20350.728	5877.474	1988.203	0	708.722	1943.12
gene-AHCYL2	AHCYL2	14884.597	4680.686	42481.999	4480.52	20571.639	2670	43287.632	32757.463	5433.585	0	17572.919	46607.603
gene-AHDC1	AHDC1	124	1487	700	188	611	801	3921.024	1227	1401.288	0	160	343
gene-AHI1	AHI1	325	616	1466.999	594.065	370	274	928.847	264.001	280.384	0	401.004	918
gene-AHNAK	AHNAK	58113.127	261814.223	43318.681	101635.852	210862.413	97967.583	44959.144	123875.361	50612.614	1	100523.138	274794.999
gene-AHNAK2	AHNAK2	84	407	490	875	532	137	773.071	510.006	367	0	266	681
gene-AHR	AHR	3166.291	5054.494	3746.85	3157.64	4947	2179.005	2868.625	3275.216	1346.998	0	3095.868	8259.103
gene-AHRR	AHRR	165	2	38	5	219	0	145	305	10	0	57	114.032
gene-AHSA1	AHSA1	6486.859	13838.671	3754.901	5859.181	1591	24010.991	12404.417	14314.259	10839.603	0	2256.44	6238.491
gene-AHSA2	AHSA2	1182.908	1165	1152	399.001	510	1116.525	1709.179	2205.994	327	0	701.999	1856
gene-AHSG	AHSG	16	11	1228	5	2	28	472	206	1	0	228	578
gene-AHSP	AHSP	111	11	14	40	8	1	19	3	31	0	4	8
gene-AICDA	AICDA	1	0	1	0	0	0	1	0	0	0	0	0
gene-AIDA	AIDA	7002.205	2846.826	3506	2142.802	2148	3501.129	7371.663	5607.623	2087.564	0	1580	4388.121
gene-AIF1	AIF1	1950.479	84	47	480.989	337	89	97	224	286.451	0	51	152
gene-AIF1L	AIF1L	84	202	13946.865	291	42	498	42938.014	161.092	301	0	31	107
gene-AIFM1	AIFM1	35371.756	4232.112	5259.727	7048.739	6465.87	5594.062	14088.106	18799.696	10768.163	0	3428.551	9384.778
gene-AIFM2	AIFM2	6808.165	4405	2734	4683.879	2525	5632.105	9509.834	11769.832	7835.481	0	1853	5163.497
gene-AIFM3	AIFM3	647.187	13	46	14	425	25	158	651.14	48	0	76	199
gene-AIG1	AIG1	1470.004	71	1726.001	858	285.999	116.001	3717.868	892.634	893.285	0	216	629
gene-AIM1	AIM1	2135.084	257.293	4079.541	500	6289.059	270	4014.741	12386.014	335.361	0	5744.279	15875.293
gene-AIM1L	AIM1L	6047.021	1	26	0	4595	0	86.498	11663.602	1	0	1850	5029.264
gene-AIMP1	AIMP1	12911.665	6617.983	5500.959	5053.144	2135	7349.946	8324.447	12035.297	4411.71	0	3277.18	8844.022
gene-AIMP2	AIMP2	1617	3109.832	756.553	1414.004	378	4338.923	2179.484	2984.683	2390.057	0	513.095	1388
gene-AIPL1	AIPL1	0	0	0	0	0	0	0	0	0	0	0	0
gene-AIRE	AIRE	0	4	4	0	0	0	5	2	0	0	0	0
gene-AJAP1	AJAP1	26	1	21	8	13	6	60	3	11	0	1	4
gene-AK1	AK1	853	103693.75	3373	61949.885	255	162339.398	13658.419	2782.921	101734.035	2	407	1096.984
gene-AK2	AK2	87197.464	1295	11213.01	1616.005	20164.736	1832.97	21322.203	60515.14	1696.657	2	14379.517	39195.822
gene-AK3	AK3	27592.368	2427.196	2916	1907	5459	2447.688	5994.569	8085.792	2233.34	0	1911	5497.179
gene-AK4	AK4	51	73	72	57	27	68	164	13	38	0	13	24
gene-AK5	AK5	161	65	66	91	165	71	46.002	94.033	89	0	54	139
gene-AK6	AK6	5307.783	2241.645	2693.846	2831.52	1291.514	2582.608	5068.766	5465.847	2245.579	0	1614.398	4248.254
gene-AK7	AK7	30	0	17	3	3	0	43	12	10	0	1	8
gene-AK8	AK8	28	15	4	5	16	15	18	12	6	0	6	11
gene-AK9	AK9	9	5	361	18	15	4	128	5	6	0	14	42
gene-AKAP1	AKAP1	3814.052	33249.478	7771.408	15412.138	3014	19985.856	14957.917	12713.631	14456.864	0	3249.567	8877.674
gene-AKAP10	AKAP10	2066.236	2760.002	4155.061	1216	1425	1893	4865.964	5190.956	1523.237	0	1842.002	5030.339
gene-AKAP11	AKAP11	1061.128	5148	9290.624	5198.05	2637	1632.05	3296.029	1543.052	1459.006	0	2687	7103.295
gene-AKAP12	AKAP12	494.005	3372	15204.382	3849.026	2113.02	2967.108	24358.844	2268.195	1956.048	0	896	2590
gene-AKAP13	AKAP13	5556.505	9564.306	16478.095	6341.005	11910	7679.091	37466.016	9558.443	7070.143	0	3163.001	8389.451
gene-AKAP14	AKAP14	519	193	140	125	55	187	234	168	83	0	67	157
gene-AKAP3	AKAP3	60	182	150	30	38	107	284	134	34	0	64	164
gene-AKAP4	AKAP4	14	0	20	7	0	0	9	1	5	0	1	3
gene-AKAP5	AKAP5	18	16	229	19	71	3	360	3	1	0	7	23
gene-AKAP6	AKAP6	368	1390	173	6644.03	884	397	96	251	4689.444	0	204	544
gene-AKAP7	AKAP7	2542.359	804	426	1512	924.999	864.093	676.034	2041.742	1278.476	0	814	2233.002
gene-AKAP8	AKAP8	2568.038	4559.442	3114.224	1877	1308	4068.047	6322.572	4572.446	1913.271	0	1373	3814
gene-AKAP8L	AKAP8L	2146.865	1704.029	1655.997	806	700	2550.567	4651.399	3340.368	1335.303	0	647.001	1590
gene-AKAP9	AKAP9	7904.65	57782.723	36476.796	34831.655	16762.021	14285.339	21885.742	19123.203	10290.992	2	19082.186	50806.637
gene-AKIP1	AKIP1	842	578	908	224.001	230	699	1599.819	1660.989	289.613	0	537	1415
gene-AKIRIN1	AKIRIN1	6650.545	3764.032	7015.001	1814.131	2291	3729.963	10441.113	10121.296	1631.713	0	3223.999	8396.102
gene-AKIRIN2	AKIRIN2	6079.154	3307.608	2670.025	1344.327	1069.225	5012.919	5866.027	3919.797	2383.851	0	724.908	1972.735
gene-AKNA	AKNA	818	228.001	181	290.895	774.053	182	465	742.999	330	0	191.999	487
gene-AKNAD1	AKNAD1	82	132	221	34	52	109	195	142	15	0	150	428
gene-AKR1A1	AKR1A1	30079.772	808.013	12164.857	1400.208	6239.128	1300.991	29126.763	23590.686	1978.865	0	4673.685	12929.83
gene-AKR1B1	AKR1B1	5879.914	5708.819	3437	7675.619	1275	7765.127	15700.996	7792.307	14315.202	0	1458	3835.769
gene-AKR1B10	AKR1B10	0	1	5	8	0	9	27	17	18	0	1	8
gene-AKR1D1	AKR1D1	215.389	0	8	0	25	0	2	424	0	0	135	420
gene-AKR1E2	AKR1E2	10020.558	36	230.019	25	2172	65	590.203	818.966	9	0	149	370
gene-AKR7A2	AKR7A2	28167.588	2375.23	10122.897	2430	6075	3769.015	32029.948	22469.122	3845.438	0	4018.062	10903.821
gene-AKT1S1	AKT1S1	5117	6084	2262	2851	1477	6985.119	7927.234	7382.917	5805.963	0	1062	2835.024
gene-AKT2	AKT2	5022.185	20789.818	6104.635	4910.104	4164.156	19147.494	19695.599	11631.579	8749.634	0	2223.269	5901.767
gene-AKT3	AKT3	100	340.025	352.428	306.088	396.545	300.39	493.276	215.108	254.178	0	113.224	340.228
gene-AKTIP	AKTIP	5131.471	1797	6318.954	1888.335	1466	2092.055	13335.433	6036.132	2225.65	0	1460	3915.733
gene-ALAD	ALAD	3069.362	4202	4067.372	4606.984	1198.001	4339.606	10745.528	7936.406	5923.337	0	1853.001	4679.643
gene-ALAS1	ALAS1	5069.115	6333.18	3129	13772.916	2979	6143.412	10882.752	9783.988	22096.556	0	1432	3806
gene-ALAS2	ALAS2	348.1	12	451	298.005	98	0	1509.397	0	245	0	0	3
gene-ALB	ALB	143	3	7800.372	1	95	0	1390.574	797.186	0	0	1116.172	3091.288
gene-ALCAM	ALCAM	6494.694	3212.742	4499.53	2073.52	3464	2108.103	6081.489	5627.243	1521.73	0	2825.245	7532.905
gene-ALDH16A1	ALDH16A1	10586	1268	1946	437	7590	949.121	4605.094	14561.726	594.001	0	2911	7563.095
gene-ALDH18A1	ALDH18A1	24334.264	80	3582	147	12360	167	8937.932	46564.208	141	0	10929.624	30082.224
gene-ALDH1A1	ALDH1A1	179792.055	7388.787	16289.857	24360.787	44630.173	6053.627	25722.626	24329.189	22052.323	0	8125.795	22316.503
gene-ALDH1A2	ALDH1A2	3530.465	71	534	28	1332	116	1502.807	3444.711	32	0	788	2180
gene-ALDH1A3	ALDH1A3	466	150	8	858	1317	218	20.008	860.546	926.811	0	310	890
gene-ALDH1B1	ALDH1B1	60357.218	211	626	1102.002	22194	261	1451.324	44726.865	2152.24	0	10002.09	26515.428
gene-ALDH1L1	ALDH1L1	3883.016	113	17383.464	75	1804	239	44721.926	4109.102	76	0	830	2255.728
gene-ALDH1L2	ALDH1L2	133	273	194	901	108	238.466	312.01	208	1272.011	2	95	238
gene-ALDH2	ALDH2	44540.089	23462.548	9249.738	13793.828	7834.24	60284.271	45011.77	25324.492	36539.208	3	2859.432	7891.695
gene-ALDH3A1	ALDH3A1	167	154	8	85	47	364	52	62	170	0	9	20
gene-ALDH3A2	ALDH3A2	38119.108	9754.943	11669.002	6603.734	15964	8540.847	24753.62	39082.18	8389.157	0	7889.898	21882.621
gene-ALDH3B1	ALDH3B1	5469.437	142.732	75.137	231	2689.408	150.413	315.676	4400.735	423.657	0	583.357	1607.413
gene-ALDH4A1	ALDH4A1	506	10825.747	8530.945	10209.761	200.146	11849.831	20582.464	517.896	22308.922	0	92.915	263
gene-ALDH5A1	ALDH5A1	905	1621	266	861	1122	1336	908	1783	1484.002	0	314	878
gene-ALDH6A1	ALDH6A1	656	26625.42	10861.651	19649.541	2422	15516.949	20134.941	5296.712	113186.929	1	1290.568	3542.063
gene-ALDH7A1	ALDH7A1	6789.572	31339.001	8386.714	30484.724	1968	37321.219	20972.98	4295.578	42708.327	0	853.001	2389.276
gene-ALDH8A1	ALDH8A1	11	11	1772	4	3	4	1973.471	5	1	0	1	10
gene-ALDH9A1	ALDH9A1	21866.105	13791.867	13283.049	7877.019	9910.257	14594.937	32045.862	44567.248	11623.254	0	8115.608	21830.163
gene-ALDOA	ALDOA	51258.826	555455.227	26834.217	343721.969	11223	686418.048	104675.287	43233.709	565947.928	12	7503.991	20367.82
gene-ALDOB	ALDOB	1079654.898	52	516533.964	45	236659.995	63	926002.73	850173.423	43	1	161869.8	441122.333
gene-ALDOC	ALDOC	599.245	12	254	91	174	5	809.636	402.003	108	0	96	230
gene-ALG1	ALG1	753	885	1144	266	414	1082.002	2925.798	1922.059	356.078	0	463	1340.412
gene-ALG11	ALG11	3726.474	943.122	1309	499	1045	235.002	948.737	620.002	451.095	0	677	1785.478
gene-ALG12	ALG12	2378.447	2292	887	1071	1128	2212	2677.43	3552.024	1860.135	0	631	1646
