gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-ACTR3	ACTR3	198.423379	55.98123	159.757129	37.37365	173.440103	46.465078	126.007367	240.481366	24.840673	363.088326	303.150164	311.180399
gene-ACTR3B	ACTR3B	0.58098	10.660799	18.749622	9.078237	0.626319	12.072373	24.940146	4.157348	9.988934	0	3.380541	3.427331
gene-ACTR5	ACTR5	0.562129	1.934792	6.426656	2.131628	3.063895	1.390697	4.080395	3.899042	1.155589	0	7.509474	7.802906
gene-ACTR6	ACTR6	1.483353	24.692158	30.102967	17.812899	5.751677	6.690934	8.569883	4.215037	6.883042	0	13.838526	13.328269
gene-ACTR8	ACTR8	10.041381	18.580308	21.845599	11.720011	9.530605	20.570667	25.82156	18.53673	14.056253	0	17.698013	17.566839
gene-ACTRT2	ACTRT2	0	0	0.078073	0	0	0	0.069188	0	0	0	0	0
gene-ACTRT3	ACTRT3	0.156804	1.450839	1.983088	1.654944	0.287408	1.366214	1.806125	0.409415	1.541184	0	0.497961	0.688301
gene-ACVR1	ACVR1	15.798009	15.401578	34.078385	10.515627	25.523107	9.071908	19.606069	11.465834	7.967098	0	18.284731	18.466784
gene-ACVR1B	ACVR1B	10.772829	7.138955	91.834021	4.315993	35.449013	5.662211	91.941061	26.241534	3.533292	0	36.095286	37.100798
gene-ACVR1C	ACVR1C	0.080095	15.286353	29.266837	5.186925	2.582101	5.17717	5.298253	1.152547	0.558798	0	7.326111	8.320877
gene-ACVR2A	ACVR2A	14.015957	14.472983	34.02447	9.164594	19.753665	6.121004	11.537721	19.295179	3.731867	0	39.203307	36.210315
gene-ACVR2B	ACVR2B	0.091953	8.558448	2.389925	2.628246	0.838297	3.106432	2.547083	1.013648	2.277921	0	0.975053	0.963447
gene-ACVRL1	ACVRL1	1.091582	16.974912	18.337062	14.134911	6.159869	23.668186	19.621067	5.317894	16.025852	0	4.356756	4.312875
gene-ACY1	ACY1	112.808211	3.923101	295.32714	8.643815	143.011653	4.322618	429.754878	151.706974	12.727799	0	97.489396	98.169437
gene-ACY3	ACY3	10.572512	0	71.422741	0	11.490188	0	150.677437	3.159512	0	0	1.212356	1.030425
gene-ACYP1	ACYP1	8.926659	13.234093	35.095305	10.064486	3.282243	14.850973	40.920508	15.845457	15.009951	0	9.503884	11.415954
gene-ACYP2	ACYP2	4.735017	34.347566	15.889151	64.236275	1.290187	62.890206	17.221214	5.243052	83.831886	0	6.244128	5.296507
gene-ADA	ADA	206.915363	2.713155	0.897701	29.559806	123.847796	3.07512	1.47497	245.041523	30.456049	0	198.057004	199.407737
gene-ADAD1	ADAD1	0	0	0.04154	0	0	0	0.052648	0	0	0	0	0
gene-ADAD2	ADAD2	0	0	0	0	0	0	0	0	0	0	0	0
gene-ADAL	ADAL	5.731868	7.450796	11.505327	2.720024	4.340288	8.624867	12.630547	8.605536	2.871158	0	7.904078	8.882227
gene-ADAM10	ADAM10	20.271755	34.626682	52.089828	19.374851	42.850111	15.617194	21.831082	35.01702	10.528752	0	75.670455	75.019148
gene-ADAM11	ADAM11	0.023646	0.032742	0.323179	0.041078	0.195544	0.033893	1.354085	0.10075	0.082548	0	0.161551	0.19274
gene-ADAM12	ADAM12	0	0.014815	0.01354	0.037182	0.052598	0	0.005792	0	0.021595	0	0.020297	0.015032
gene-ADAM15	ADAM15	5.373271	10.02068	29.390442	7.947746	10.106625	15.342352	52.322492	22.252814	13.57814	0	13.945422	12.604528
gene-ADAM17	ADAM17	2.368004	5.294318	10.171762	5.324632	7.182067	3.684363	8.428808	5.173308	4.391589	0	7.772423	8.067001
gene-ADAM19	ADAM19	1.058882	0.571031	0.558581	1.24975	1.870903	0.723455	1.079477	0.982502	1.403646	0	1.144115	0.984823
gene-ADAM21	ADAM21	0	0.18763	0.581779	0.055179	0.144031	0.08643	0.213051	0.008627	0.031949	0	0.260753	0.275784
gene-ADAM22	ADAM22	0	0.451064	6.462066	0.906259	0.448429	0.157853	1.120309	0.133587	0.486247	0	0.370949	0.466968
gene-ADAM23	ADAM23	2.258872	0.059511	0.045803	0.7028	3.810115	0.158094	0.096947	1.213334	0.517997	0	1.762925	1.915897
gene-ADAM28	ADAM28	1.254289	0	0.160611	0.059363	2.334772	0	0.174138	0.195592	0.032788	0	0.463147	0.459591
gene-ADAM29	ADAM29	0	0	0.015636	0	0	0	0.006708	0	0	0	0	0
gene-ADAM32	ADAM32	0	0.103367	0.09447	0.01853	0.073399	0	0.011546	0.013656	0	0	0.101155	0.082408
gene-ADAM33	ADAM33	0.246352	0.239547	0.033681	2.163005	0.926411	0.223995	0.086841	0.228089	2.494523	0	0.151342	0.158827
gene-ADAM7	ADAM7	0.017826	0	0	0	0.011186	0	0.006171	0	0	0	0.086377	0.119954
gene-ADAM8	ADAM8	0.112663	1.080864	1.795135	0.663328	0.386179	1.351635	3.420549	1.576116	0.645084	0	1.035763	1.002895
gene-ADAM9	ADAM9	3.350291	65.176915	65.621833	57.799851	14.927861	25.748311	40.50719	17.987704	37.179604	0	38.079769	38.85264
gene-ADAMDEC1	ADAMDEC1	237.985322	0.032574	24.49185	2.091055	241.836261	0.018932	7.603889	450.485336	1.57082	0	703.870705	696.137524
gene-ADAMTS1	ADAMTS1	8.319822	3.973105	14.167936	36.267352	13.600847	2.887319	9.352595	2.031045	21.057368	0	4.384674	4.822448
gene-ADAMTS10	ADAMTS10	0.62663	0.383455	1.224604	1.12746	2.213371	0.866152	1.984317	0.561657	1.632545	0	0.544232	0.461086
gene-ADAMTS12	ADAMTS12	0.309065	0.268537	1.967365	0.548527	1.235115	0.490819	0.912243	0.297808	0.521197	0	0.47628	0.462083
gene-ADAMTS13	ADAMTS13	0.580298	0.074703	0.126046	0.007208	2.061688	0.034632	0.232709	0.522512	0.055611	0	0.5988	0.320861
gene-ADAMTS14	ADAMTS14	0.116642	0.038078	0.158191	0.173586	0.164152	0.041493	0.225188	0.100084	0.246612	0	0.118853	0.164202
gene-ADAMTS15	ADAMTS15	0.166686	0.227409	0.731301	1.293705	1.226005	0.267303	0.833172	1.134753	1.234249	0	1.352126	1.364532
gene-ADAMTS16	ADAMTS16	0	0.019736	1.298743	0.103929	0.005635	0.010151	1.063143	0.007248	0.041832	0	0	0
gene-ADAMTS17	ADAMTS17	0.002403	0.058658	0.204695	0.127076	0.463409	0.013759	0.261364	0.0491	0.108261	0	0.014626	0.032486
gene-ADAMTS18	ADAMTS18	0	0	0.199045	0.004015	0.01831	0	0.16855	0.007829	0.00924	0	0	0
gene-ADAMTS19	ADAMTS19	0	0	2.225499	0.0377	0.199951	0.012917	1.417687	0.039954	0.024199	0	0.219899	0.162803
gene-ADAMTS2	ADAMTS2	0.170185	0.504717	0.543583	5.553354	0.846783	0.543299	0.244669	0.08994	3.740865	0	0.089904	0.094264
gene-ADAMTS20	ADAMTS20	0.012014	0.621123	0.127427	2.241579	0.134038	0.283696	0.051735	0.021246	1.241957	0	0.029409	0.040811
gene-ADAMTS3	ADAMTS3	0.306779	0.301758	2.38428	0.756858	1.64447	0.263425	1.436992	0.579031	0.39949	0	1.655658	1.645869
gene-ADAMTS4	ADAMTS4	0.133247	0.110032	0.448675	0.260016	0.428783	0.079863	0.620596	0.142548	0.216251	0	0.058067	0.098867
gene-ADAMTS5	ADAMTS5	0.590054	3.595531	5.53163	17.575361	2.087787	2.092711	1.382095	0.525748	5.29768	0	2.062413	1.978233
gene-ADAMTS6	ADAMTS6	0.019964	0.279914	0.536558	0.977545	0.266229	0.163883	0.055588	0.060608	0.371684	0	0.476964	0.471269
gene-ADAMTS7	ADAMTS7	0	0.098678	0.450787	0	0.790844	0.237031	0.515408	0.100009	0	0	0.132581	0.296155
gene-ADAMTS8	ADAMTS8	0.402487	0.308716	1.179893	2.517869	1.525394	0.315091	1.545703	0.453838	2.288698	0	0.403802	0.249201
gene-ADAMTS9	ADAMTS9	0.508704	0.446634	2.164338	1.521748	2.065707	0.328136	1.170978	0.155636	0.970998	0	0.370377	0.426429
gene-ADAMTSL1	ADAMTSL1	0.356782	0.919281	1.249389	2.51315	1.209893	0.915261	1.105517	0.222284	1.652938	0	0.340131	0.319498
gene-ADAMTSL2	ADAMTSL2	0.013692	0	0.415225	0	0.118256	0	0.900378	0.028021	0	0	0.020746	0.076827
gene-ADAMTSL4	ADAMTSL4	2.00302	1.479093	2.141977	4.958611	2.926282	2.811726	3.660484	1.189228	16.360182	0	0.780787	0.76484
gene-ADAMTSL5	ADAMTSL5	39.512227	25.869865	2.031986	6.782913	42.225749	42.090561	7.339626	36.525115	20.328309	0	17.78687	17.826175
gene-ADAP1	ADAP1	2.68587	0.173734	6.059795	0.254803	6.285284	0.280187	13.98774	11.463275	0.415327	0	6.523822	5.583822
gene-ADAP2	ADAP2	4.803799	32.083263	34.899712	12.569512	6.527258	29.445821	25.433641	5.936181	10.275151	0	7.760397	6.193836
gene-ADAR	ADAR	14.865666	13.419651	37.843519	8.562057	36.083578	10.482132	38.89375	24.08422	9.252903	0	28.359645	27.796553
gene-ADARB1	ADARB1	0.395993	3.344841	9.486613	6.341892	1.674874	3.942679	10.587255	1.121199	9.460166	0	1.263054	1.077702
gene-ADARB2	ADARB2	0.008215	0.002616	0.033469	0	0.037419	0.002235	0.026279	0.041508	0	0	0.071832	0.079745
gene-ADAT1	ADAT1	0.367205	2.519244	3.378713	1.14129	1.471167	1.153444	2.547258	1.424768	0.72438	0	3.492221	3.402769
gene-ADAT2	ADAT2	2.734638	2.581499	4.952994	1.911168	4.000163	2.309863	5.250479	6.003283	1.86721	0	7.348105	7.064472
gene-ADAT3	ADAT3	0.623228	0.928524	3.020766	1.028244	1.452109	0.759192	1.56791	0.902963	1.076653	0	1.417298	1.351676
gene-ADCK1	ADCK1	5.057405	3.457154	9.72927	7.451823	7.85981	3.112551	10.173637	9.311954	10.385291	0	10.05525	10.368932
gene-ADCK2	ADCK2	21.292792	13.956656	6.263722	5.785033	23.224475	16.917675	16.34455	19.053989	17.864936	0	11.590332	11.69319
gene-ADCK3	ADCK3	12.410621	2150.187988	480.996183	1240.177551	35.926472	1291.842597	519.385863	98.989951	1456.001799	389.350411	91.296204	90.849627
gene-ADCK4	ADCK4	16.971437	18.332854	29.468201	18.767551	19.30333	21.177547	46.672563	46.666397	31.179658	0	34.124424	33.990568
gene-ADCK5	ADCK5	28.962706	6.125458	16.557944	6.685643	29.501538	7.633699	27.289416	31.885491	10.920869	0	19.36215	19.266195
gene-ADCY1	ADCY1	0	0.034761	0.063539	0.229086	0.073903	0.007536	0.054537	0	0.254163	0	0	0
gene-ADCY10	ADCY10	0.007377	0.699656	0.732532	0.028824	0.03286	0.823684	1.009469	0.010038	0.028436	0	0.108216	0.063412
gene-ADCY2	ADCY2	0.509611	117.836029	0.528743	50.025533	0.475263	80.652148	0.807771	0.677444	49.626933	0	0.883805	1.29388
gene-ADCY3	ADCY3	6.315502	13.423824	8.546595	6.748656	7.275291	19.195894	7.735523	9.082653	6.250278	0	8.979586	9.377866
gene-ADCY4	ADCY4	1.32805	1.149041	1.731383	2.287498	0.975492	2.368829	2.83178	0.653296	3.534056	0	0.51141	0.500811
gene-ADCY5	ADCY5	1.424971	0.560346	3.616165	0.339631	4.478073	1.325451	5.239497	3.011228	0.321069	0	2.267625	2.320405
gene-ADCY6	ADCY6	19.327836	13.699086	56.903101	12.60848	46.53889	20.727347	68.613648	39.25456	12.662712	0	41.216274	41.893037
gene-ADCY7	ADCY7	0.568096	0.596554	3.621579	0.999195	15.711947	0.42967	5.483046	23.996095	0.672678	0	20.42013	19.818278
gene-ADCY8	ADCY8	0.044802	0.006055	0.011067	0	0.379102	0.026083	0.04207	0.046693	0.011728	0	0.398411	0.528097
gene-ADCY9	ADCY9	7.891563	41.029795	35.867048	9.777603	29.520891	17.327357	20.421752	17.063247	7.49633	0	33.180501	33.568701
gene-ADCYAP1	ADCYAP1	0.468355	0.024431	0.428281	0.130254	0.496844	0.036842	0.567213	0.375857	0.166421	0	0.319642	0.285545
gene-ADCYAP1R1	ADCYAP1R1	0.325311	0.025869	0.017733	0.077903	0.876141	0.005534	0.060078	0.425241	0.192191	0	0.315673	0.24312
gene-ADD1	ADD1	13.722215	38.688059	99.967267	20.773427	33.120998	33.345258	144.181787	46.33281	30.911272	0	45.938391	46.593823
gene-ADD2	ADD2	0.193795	0.016896	0	0.010593	0.452098	0.007247	0.006206	6.43258	0	0	8.126342	7.926637
gene-ADD3	ADD3	6.884394	39.189305	254.863387	48.457406	20.855578	24.985282	122.119384	31.628953	23.624429	0	63.729646	66.159158
gene-ADGB	ADGB	0.001673	0.264258	6.170738	0.195984	0.111625	0.09566	2.50893	0.084248	0.043007	0	0.316701	0.264677
gene-ADGRA1	ADGRA1	0.032684	0	0	0	0.012198	0	0	0.002618	0.008242	0	0.023457	0.004341
gene-ADGRA2	ADGRA2	0.096997	0.256901	1.070226	0.711981	2.525394	0.365407	1.680591	0.697749	0.763634	0	0.622496	0.588294
gene-ADGRA3	ADGRA3	1.382357	2.535564	6.825512	4.239322	5.613688	2.283708	5.785515	6.308926	3.642151	0	7.733546	8.152619
gene-ADGRB1	ADGRB1	0	0.02665	0.048709	0	0	0.024178	0.175031	0.10278	0	0	0	0
gene-ADGRB2	ADGRB2	0.115733	0	0.075039	0.056827	0.558707	0.012946	0.073186	0.479973	0.043652	0	0.276575	0.282004
gene-ADGRB3	ADGRB3	0.175876	0.022109	0.860007	0.039592	0.818482	0.002702	0.254195	0.221253	0.018222	0	0.754437	0.598407
gene-ADGRD1	ADGRD1	2.523832	1.052472	0.801561	0.672987	20.009294	1.24548	1.328757	10.025288	1.304997	0	4.907805	4.999427
gene-ADGRE1	ADGRE1	0.023377	2.268535	1.053532	8.595825	0.703101	1.232782	0.514241	0.346233	2.972611	0	0.607426	0.614812
gene-ADGRE2	ADGRE2	0.016621	0.153524	1.093578	0.1575	0.561167	0.043384	0.076594	0.037761	0.089381	0	0.47143	0.330381
gene-ADGRE3	ADGRE3	0.165042	0.19289	0.479678	0.954064	0.363237	0	0.371891	0.107919	0.240937	0	0.185581	0.335066
gene-ADGRE5	ADGRE5	11.241382	8.252337	22.355971	22.954494	15.084192	9.33198	23.059615	14.580929	16.847382	0	12.797719	12.731717
gene-ADGRF1	ADGRF1	0	0.462751	39.743463	0.024531	0	0.354181	36.008237	0.040108	0.037918	0	0.035732	0.066151
gene-ADGRF2	ADGRF2	0	0.006402	0	0.024096	0.027317	0	0	0.003939	0	0	0	0
gene-ADGRF3	ADGRF3	0.279919	3.020344	4.564756	0.357918	0.780567	2.312268	6.134434	2.577587	0.502056	0	2.521528	2.715767
gene-ADGRF4	ADGRF4	0.23296	0	0.05686	0	0.351387	0	0.092163	0.248698	0	0	0.460524	0.47994
gene-ADGRF5	ADGRF5	1.490366	91.239296	170.450698	159.173821	18.286152	119.739606	125.961048	8.332694	129.904201	179.962968	16.525983	16.574557
gene-ADGRG1	ADGRG1	4.442247	7.362844	104.52958	5.787974	8.023539	18.296569	254.441063	7.558388	12.050074	0	3.686624	4.221191
gene-ADGRG2	ADGRG2	0	0.491573	6.083811	0.674652	0.255781	0.523315	6.177361	0.1825	0.671649	0	0.309467	0.369716
gene-ADGRG3	ADGRG3	0	0.289348	1.398907	1.089087	0.882853	0.258181	3.512182	1.06762	1.01453	0	0.908952	0.755932
gene-ADGRG4	ADGRG4	0.090992	0	0.007488	0	0.46925	0	0	0.273465	0	0	0.613311	0.61003
gene-ADGRG5	ADGRG5	0.008908	0.009819	0.035896	0.382214	0.430695	0.008539	0.069518	0.255574	0.527989	0	0.376248	0.238926
gene-ADGRG6	ADGRG6	2.396597	0.9974	14.713257	2.055869	14.7529	0.838356	6.516094	3.060048	0.567195	0	9.977026	9.305836
gene-ADGRG7	ADGRG7	30.689356	0	0	0	59.108979	0	0	31.924191	0	0	46.786257	46.676316
gene-ADGRL1	ADGRL1	0.107148	1.495326	9.017934	1.185467	4.390131	2.019405	15.4436	1.821772	1.659907	0	1.822975	1.702677
gene-ADGRL2	ADGRL2	3.947346	9.619535	15.429942	11.71017	18.655483	2.741738	5.065597	5.95078	5.288788	0	24.914557	24.326842
gene-ADGRL3	ADGRL3	0.344606	10.423401	23.297673	8.447923	4.897227	1.700448	4.965892	0.751558	2.776996	0	3.483656	3.328084
gene-ADGRL4	ADGRL4	2.166812	3.266038	21.129447	11.501661	3.059637	3.364205	11.030021	1.137182	9.157734	0	2.047508	1.962374
gene-ADGRV1	ADGRV1	0.059051	0.096806	0.359125	0.121284	0.036753	0.082382	0.187749	0.020204	0.028138	0	0.026086	0.042464
gene-ADH7	ADH7	0.796536	1.921241	0.603022	3.508827	1.029872	1.459378	0.694403	0.727514	1.650146	0	1.566967	1.780673
gene-ADHFE1	ADHFE1	1.016941	42.766238	23.214027	49.916201	2.230195	42.206189	25.222404	1.988161	68.299829	0	2.499896	2.339867
gene-ADI1	ADI1	12.61186	16.772861	35.624084	16.853455	15.190324	15.051077	48.721527	22.088314	20.590109	0	15.545262	15.382995
gene-ADIG	ADIG	0.335878	14.897835	2.085749	23.301046	0.567445	23.412617	5.012844	0.393491	27.026726	0	0.520345	0.524765
gene-ADIPOQ	ADIPOQ	10.088475	61.462854	8.934818	23.186521	8.489231	82.538461	7.091685	5.800617	18.03346	0	7.059706	7.343905
gene-ADIPOR1	ADIPOR1	29.167523	81.331561	81.463777	46.153643	34.49119	75.376066	80.931096	55.898366	50.70998	0	55.829354	55.628345
gene-ADIPOR2	ADIPOR2	130.459623	110.212795	158.754624	74.337845	190.658558	109.621556	166.148676	111.960458	81.323199	214.656583	138.411291	143.549536
gene-ADIRF	ADIRF	481.649171	294.287183	460.741418	127.783412	132.881356	573.343161	825.069975	615.621091	154.335027	0	400.357655	418.417759
gene-ADK	ADK	9.912808	116.902246	72.819533	208.933013	16.013385	103.084162	51.175818	39.574953	163.832575	0	54.807824	54.347625
gene-ADM	ADM	6.961494	14.057771	24.463864	7.458725	5.681342	16.077944	33.094569	15.758894	7.998875	0	14.104121	15.485335
gene-ADM2	ADM2	0	0	0	0	0	0	0.188986	0	0	0	0	0
gene-ADNP	ADNP	10.049099	25.35641	51.193635	8.658988	24.125611	19.252811	57.56287	26.467036	8.112167	0	36.845498	37.506901
gene-ADNP2	ADNP2	2.494685	8.744088	19.192634	3.194115	6.243352	4.494805	11.473087	7.003849	2.555587	0	12.136715	12.488628
gene-ADO	ADO	0.546023	16.400479	12.846557	14.805689	5.260704	4.3133	7.567419	4.543033	7.984946	0	7.017784	8.33347
gene-ADORA1	ADORA1	0.146248	5.874629	8.008781	0.777905	0.07422	5.17789	22.165157	0.129513	0.850977	0	0	0.026557
gene-ADORA2A	ADORA2A	0.020268	0.964885	1.042047	0.359049	0.822606	0.982766	1.138219	0.460534	0.685433	0	0.179036	0.199297
gene-ADORA2B	ADORA2B	0.273846	5.376184	4.736005	4.36435	1.626441	3.983995	2.943567	1.483427	4.298606	0	2.952895	3.282643
gene-ADORA3	ADORA3	0.347041	1.562753	2.300212	1.42256	0.943644	1.408779	2.016744	0.683522	1.075854	0	1.01889	1.365109
gene-ADPGK	ADPGK	4.210535	19.03539	41.934552	7.477078	8.382255	17.440468	36.104484	25.29034	6.190053	0	28.434818	27.69477
gene-ADPRH	ADPRH	5.348862	9.665194	29.253956	17.834818	32.799515	8.082178	25.695178	29.487432	20.354609	0	46.190006	48.962137
gene-ADPRHL1	ADPRHL1	0.115617	2.607673	0.680914	1.587906	0.776781	1.210552	0.269899	0.1215	1.351313	0	0.456133	0.347868
gene-ADPRHL2	ADPRHL2	6.609819	9.886633	19.277092	10.129061	7.458885	10.382039	24.730553	14.895564	10.801373	0	12.461444	12.98495
gene-ADPRM	ADPRM	0.263011	17.932006	42.839018	11.035122	9.372094	4.249527	11.584166	4.690297	4.060177	0	32.220249	32.788822
gene-ADRA1A	ADRA1A	0.012994	0.497248	0.683958	0.180646	0.11159	0.40237	0.226849	0.051268	0.115086	0	0.091494	0.096538
gene-ADRA1B	ADRA1B	0	0.243433	30.280709	0.390935	0.095141	0.225503	25.739031	0.076029	0.867479	0	0.184751	0.095862
gene-ADRA1D	ADRA1D	0.641053	0.853583	5.349273	0.47214	0.646668	0.981675	6.376357	0.907474	0.76562	0	1.112305	0.772593
gene-ADRA2A	ADRA2A	7.268334	0.188219	132.039543	0	141.88309	0.172844	117.038097	24.022488	0	0	17.085097	15.948467
gene-ADRA2B	ADRA2B	0.575545	1.94041	13.31144	1.106902	0.718258	2.975614	12.032888	1.2689	1.150355	0	0.917015	1.024009
gene-ADRA2C	ADRA2C	0.155628	0	0.913266	0	0.049881	0	1.145289	0.011246	0	0	0.048635	0.14429
gene-ADRB1	ADRB1	0	0.205038	0.562124	0.193858	0.389563	0	0.083942	0.065748	0.078277	0	0.139265	0.077553
gene-ADRB2	ADRB2	2.494141	31.057402	32.531968	35.340036	2.497912	20.551378	15.154158	1.076123	24.475141	1367.896059	1.610892	1.881229
gene-ADRB3	ADRB3	0.222138	0.028816	0	0	0.326278	0.008348	0	0.083296	0	0	0.184042	0.116867
gene-ADRBK1	ADRBK1	12.901001	19.845233	21.087808	23.372695	38.492808	19.684452	35.265159	47.807355	33.01193	0	35.766901	36.186622
gene-ADRBK2	ADRBK2	2.770155	27.667115	33.510133	15.011281	3.397048	27.643099	44.884789	3.058161	15.245872	0	3.195791	2.587306
gene-ADRM1	ADRM1	24.605909	102.587476	55.338266	50.079467	25.879511	96.938414	69.991235	47.265367	60.3047	0	36.714956	35.717445
gene-ADSL	ADSL	29.020383	116.527647	40.626309	242.09613	21.612677	118.736202	43.735533	84.120198	230.66733	0	80.852941	81.372097
gene-ADSS	ADSS	117.824112	28.918688	104.148295	14.317871	110.975323	19.403398	56.796238	88.7444	10.823211	0	131.72668	130.671122
gene-ADSSL1	ADSSL1	0.314084	62.998726	4.203808	35.698033	1.032837	34.032637	4.288918	0.715342	38.083873	0	0.37175	0.82736
gene-ADTRP	ADTRP	81.824394	1.538403	23.542054	1.246335	55.174296	2.079954	12.565386	57.30176	0.855063	0	66.765135	68.935235
gene-AEBP1	AEBP1	1.061363	0.62646	46.083183	2.181937	3.018858	1.179393	52.157586	0.398503	3.084273	0	0.460182	0.437266
gene-AEBP2	AEBP2	5.131554	40.192124	44.40641	20.039723	20.878708	23.41709	39.378243	24.45426	18.927668	0	35.40661	35.724461
gene-AEN	AEN	1.78101	4.852893	7.415838	1.593789	3.268142	3.83247	9.086733	12.09608	2.415621	0	9.003766	8.49783
gene-AES	AES	218.44461	53.047334	316.408104	63.321832	122.561865	98.892036	561.867016	357.207525	91.958722	0	225.002748	230.665206
gene-AFAP1	AFAP1	0	1.745135	3.313543	1.83314	2.134583	1.424481	3.422036	0.707996	1.804715	0	1.001144	0.906139
gene-AFAP1L1	AFAP1L1	0.373264	4.3423	4.501077	10.592646	0.648448	4.549185	3.821474	0.475834	8.741013	0	1.029246	0.941226
gene-AFAP1L2	AFAP1L2	1.413095	0.717843	20.170736	0.74917	1.687255	1.17596	27.30317	1.935515	0.521636	0	1.997698	1.808917
gene-AFF1	AFF1	6.402095	90.750125	45.241209	44.242564	22.40873	29.662095	28.690995	7.869268	42.698108	0	20.568737	20.676677
gene-AFF2	AFF2	0	0.089549	0.566217	0.421089	0.217159	0	0.09429	0.058896	0.044157	0	0.414336	0.450811
gene-AFF3	AFF3	0.364532	0.24477	0.36175	0.492819	2.033959	0.242506	0.247524	0.608691	0.177533	0	1.151338	0.963256
gene-AFF4	AFF4	4.418331	142.045629	102.749468	32.43783	23.01759	29.90791	32.660421	10.925768	14.567096	0	51.326814	50.832394
gene-AFG3L2	AFG3L2	80.789104	309.632229	156.365786	204.885453	96.490782	231.832708	136.608253	96.628173	167.519043	300.863687	109.129354	111.356355
gene-AFM	AFM	0	0.010647	0.038921	0	0	0	0.025177	0	0	0	0	0
gene-AFMID	AFMID	0.050251	0.078422	1.576697	0.788925	0.285948	0.249099	2.579173	0.088585	1.400665	0	0.085619	0.015871
gene-AFP	AFP	0	0	0	0	0	0	0.033089	0	0	0	0	0
gene-AFTPH	AFTPH	15.956494	74.714806	205.551342	18.538078	36.413743	36.962257	90.798135	30.603362	8.609193	289.711299	64.770005	62.729036
gene-AGA	AGA	14.820584	15.562135	52.607683	12.787418	12.477245	24.738584	60.882143	29.522922	13.272158	0	27.084434	26.230881
gene-AGAP1	AGAP1	0.449925	30.784795	37.814519	7.661653	14.990019	11.46833	27.835553	8.615944	5.53672	0	15.053286	15.140594
gene-AGAP2	AGAP2	0.144786	0.509749	0.212973	2.640861	1.10675	0.610433	0.261861	0.359085	4.343644	0	0.439004	0.679804
gene-AGAP3	AGAP3	35.358511	24.574687	10.907008	12.704894	38.768825	30.196527	18.151175	60.464553	17.400137	0	35.374478	36.439188
gene-AGBL1	AGBL1	0	0.447828	0	0.45285	0	0.513333	0.031304	0.012344	1.055853	0	0	0
gene-AGBL2	AGBL2	0.333737	0.469427	3.734776	0.373939	0.627166	0.826857	3.169734	1.250948	0.30211	0	1.55674	1.71455
gene-AGBL3	AGBL3	0.060842	0.286257	2.557022	0.291297	0.253893	0.074339	1.470939	0.063002	0.182787	0	0.08888	0.109678
gene-AGBL5	AGBL5	4.74318	2.396777	12.297038	1.077746	6.466808	3.290503	19.50341	11.596499	1.661238	0	10.052095	9.190127
gene-AGER	AGER	1.110865	0.354219	1.747458	0.408	1.51549	0.368993	0.906312	0.452063	0.130775	0	0.970716	0.986885
gene-AGFG1	AGFG1	29.995078	49.716189	63.671978	34.232243	34.190354	26.4471	35.345065	61.020852	21.013802	0	99.647408	100.123536
gene-AGFG2	AGFG2	3.670873	16.693516	42.674151	12.743723	5.339889	17.882992	61.536862	8.377304	13.809713	0	8.074432	7.867357
